,State,Program,Year,Payment,Farm Count,Payee Count
1001,Kentucky                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,35755368.29,7117,7573
1002,Kentucky                 ,DCP - DIRECT                                 ,2015,5754.7,9,9
1003,Kentucky                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,38884.0,40,40
1004,Kentucky                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,20582.0,5,5
1005,Kentucky                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,7138.0,3,3
1006,Kentucky                 ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,1680.0,1,1
1007,Kentucky                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,77197.0,18,18
1008,Kentucky                 ,"INCOME LOSS - MILK, PART 2                   ",2015,1212.45,1,1
1009,Kentucky                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,1211672.0,261,269
1010,Kentucky                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,13835652.2,3295,3344
1011,Kentucky                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,4533.0,3,3
1012,Kentucky                 ,NON-INSURED ASSISTANCE FROST FREE            ,2015,8768.0,1,1
1013,Kentucky                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,292400.0,31,33
1014,Kentucky                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,11799.0,7,7
1015,Kentucky                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,72648.0,1,1
1016,Kentucky                 ,TREE ASSISTANCE PROGRAM                      ,2015,31259.0,10,10
1017,Louisiana                ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,13576856.98,3033,3589
1018,Louisiana                ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,1218965.0,58,66
1019,Louisiana                ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,1704530.21,536,588
1020,Louisiana                ,CRP - EMERGENCY FORESTRY ANNUAL RENTAL       ,2015,123104.0,43,50
1021,Louisiana                ,CRP - EMERGENCY FORESTRY COST SHARE          ,2015,2136.0,4,4
1022,Louisiana                ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,23096959.33,3249,3679
1023,Louisiana                ,DCP - COUNTER CYCLICAL                       ,2015,1319.0,3,3
1024,Louisiana                ,DCP - DIRECT                                 ,2015,228348.61,92,94
1025,Louisiana                ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,111509.0,16,16
1026,Louisiana                ,GRASSLANDS RESERVE PROGRAM                   ,2015,49288.0,37,39
1027,Louisiana                ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,3412.0,2,2
1028,Louisiana                ,LIVESTOCK FORAGE PROGRAM                     ,2015,11210354.26,1545,1631
1029,Louisiana                ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,64991.0,11,11
1030,Louisiana                ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,4871.0,1,2
1031,Louisiana                ,NON-INSURED ASSISTANCE PROGRAM               ,2015,114033.0,11,12
1032,Louisiana                ,PRICE LOSS COVERAGE PROGRAM                  ,2015,66898007.07,5736,6608
1033,Louisiana                ,TREE ASSISTANCE PROGRAM                      ,2015,68832.0,2,2
1034,Maine                    ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,1467403.3,308,318
1035,Maine                    ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,375810.0,224,271
1036,Maine                    ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,26076.0,1,1
1037,Maine                    ,EMERGENCY FORESTRY RESTORATION PROGRAM       ,2015,10819.0,2,2
1038,Maine                    ,GRASSLANDS RESERVE PROGRAM                   ,2015,10113.0,26,27
1039,Maine                    ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,438.0,1,2
1040,Maine                    ,NON-INSURED ASSISTANCE PROGRAM               ,2015,15866.0,7,7
1041,Maine                    ,PRICE LOSS COVERAGE PROGRAM                  ,2015,1605.0,4,4
1042,Maine                    ,TREE ASSISTANCE PROGRAM                      ,2015,540.0,1,1
1043,Maryland                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,1948340.0,891,908
1044,Maryland                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,2150.0,1,1
1045,Maryland                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,10734231.4,2795,2948
1046,Maryland                 ,DCP - DIRECT                                 ,2015,15418.0,2,2
1047,Maryland                 ,ECP SANDY STAFFORD COST SHARE                ,2015,3002.0,1,1
1048,Maryland                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,1676.0,1,1
1049,Maryland                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,14544.0,5,5
1050,Maryland                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,26283.0,33,33
1051,Maryland                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,19548.0,6,5
1052,Maryland                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,3799.0,1,1
1053,Maryland                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,92669.0,4,4
1054,Maryland                 ,TREE ASSISTANCE PROGRAM                      ,2015,40121.0,8,8
1055,Massachusetts            ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,806274.57,216,213
1056,Massachusetts            ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,7688.0,3,3
1057,Massachusetts            ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,2052.0,3,3
1058,Massachusetts            ,DCP - DIRECT                                 ,2015,722.0,2,2
1059,Massachusetts            ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,210958.0,10,11
1060,Massachusetts            ,GRASSLANDS RESERVE PROGRAM                   ,2015,15365.0,31,31
1061,Massachusetts            ,"INCOME LOSS - MILK, PART 2                   ",2015,104.38,1,1
1062,Massachusetts            ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,1166.0,1,1
1063,Massachusetts            ,NON-INSURED ASSISTANCE PROGRAM               ,2015,121532.0,26,29
1064,Massachusetts            ,TRADE ADJUSTMENT ASSISTANCE FOR FARMERS      ,2015,4303.72,1,1
1065,Michigan                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,422491.0,39,39
1066,Michigan                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,144433213.49,14144,14686
1067,Michigan                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,7648.0,3,3
1068,Michigan                 ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,150673.0,7,7
1069,Michigan                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,17790407.41,6939,7155
1070,Michigan                 ,DCP - DIRECT                                 ,2015,139838.68,16,18
1071,Michigan                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,436017.0,77,77
1072,Michigan                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,100423.0,54,57
1073,Michigan                 ,"INCOME LOSS - MILK, PART 2                   ",2015,22468.54,1,1
1074,Michigan                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,54450.0,19,19
1075,Michigan                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,526144.0,74,74
1076,Michigan                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,48066.0,19,18
1077,Michigan                 ,NON-INSURED ASSISTANCE FROST FREE            ,2015,130264.64,30,30
1078,Michigan                 ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2015,3175.81,1,1
1079,Michigan                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,835304.0,124,126
1080,Michigan                 ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,7277.0,1,1
1081,Michigan                 ,TREE ASSISTANCE PROGRAM                      ,2015,335208.0,54,54
1082,Minnesota                ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,2367953.43,108,117
1083,Minnesota                ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,666232032.06,34904,37741
1084,Minnesota                ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,614983.13,34,45
1085,Minnesota                ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,23948.0,6,7
1086,Minnesota                ,CRP HONEY BEE INCENTIVE PAYMNTS              ,2015,4338.0,3,3
1087,Minnesota                ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,100914418.29,28174,31327
1088,Minnesota                ,DCP - DIRECT                                 ,2015,177255.93,54,57
1089,Minnesota                ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,1010221.0,65,66
1090,Minnesota                ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,397156.0,48,49
1091,Minnesota                ,GRASSLANDS RESERVE PROGRAM                   ,2015,277937.0,115,119
1092,Minnesota                ,"INCOME LOSS - MILK, PART 2                   ",2015,7851.839999999999,4,4
1093,Minnesota                ,LIVESTOCK FORAGE PROGRAM                     ,2015,1729946.83,617,629
1094,Minnesota                ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,893304.0,95,102
1095,Minnesota                ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,66950.0,32,35
1096,Minnesota                ,NON-INSURED ASSISTANCE FROST FREE            ,2015,13112.0,3,3
1097,Minnesota                ,NON-INSURED ASSISTANCE PROG AUTHORIZED       ,2015,28575.0,4,4
1098,Minnesota                ,NON-INSURED ASSISTANCE PROGRAM               ,2015,242438.0,28,28
1099,Minnesota                ,PRICE LOSS COVERAGE PROGRAM                  ,2015,1152133.0,308,325
1100,Minnesota                ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,32807.0,6,6
1101,Minnesota                ,TREE ASSISTANCE PROGRAM                      ,2015,122110.0,8,8
1102,Mississippi              ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,4186.0,2,2
1103,Mississippi              ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,3594676.1,1422,1574
1104,Mississippi              ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,1250869.86,334,353
1105,Mississippi              ,CRP - EMERGENCY FORESTRY ANNUAL RENTAL       ,2015,3742987.65,999,1060
1106,Mississippi              ,CRP - EMERGENCY FORESTRY COST SHARE          ,2015,8682.0,5,5
1107,Mississippi              ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,44022949.81,10386,11645
1108,Mississippi              ,DCP - COUNTER CYCLICAL                       ,2015,121.0,2,2
1109,Mississippi              ,DCP - DIRECT                                 ,2015,46834.0,17,16
1110,Mississippi              ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,134998.0,7,7
1111,Mississippi              ,EMERGENCY CONSERVATION PROGRAM               ,2015,51567.0,21,21
1112,Mississippi              ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,348571.0,52,52
1113,Mississippi              ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,187910.0,15,15
1114,Mississippi              ,GRASSLANDS RESERVE PROGRAM                   ,2015,61891.0,36,38
1115,Mississippi              ,"INCOME LOSS - MILK, PART 2                   ",2015,7953.61,2,2
1116,Mississippi              ,LIVESTOCK FORAGE DISASTER PROGRAM            ,2015,4989.0,2,2
1117,Mississippi              ,LIVESTOCK FORAGE PROGRAM                     ,2015,10064316.0,2102,2141
1118,Mississippi              ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,205042.0,40,40
1119,Mississippi              ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,922.0,1,1
1120,Mississippi              ,NON-INSURED ASSISTANCE PROGRAM               ,2015,455005.0,26,29
1121,Mississippi              ,PRICE LOSS COVERAGE PROGRAM                  ,2015,45805375.56,931,1099
1122,Mississippi              ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,8393.0,1,1
1123,Missouri                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,88209.0,12,12
1124,Missouri                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,7257174.46,5767,6526
1125,Missouri                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,70166.0,12,13
1126,Missouri                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,752.0,2,3
1127,Missouri                 ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2015,2226986.0,298,318
1128,Missouri                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,527560.0,309,354
1129,Missouri                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,101746724.7,17165,18761
1130,Missouri                 ,DCP - DIRECT                                 ,2015,42378.020000000004,21,21
1131,Missouri                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,249672.0,62,62
1132,Missouri                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,276297.0,78,80
1133,Missouri                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,34469.0,15,15
1134,Missouri                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,418879.0,239,249
1135,Missouri                 ,"INCOME LOSS - MILK, PART 2                   ",2015,1355.8300000000002,14,14
1136,Missouri                 ,INDEMNITY PAYMENT - DAIRY                    ,2015,15070.46,4,6
1137,Missouri                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,9299260.38,1378,1414
1138,Missouri                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,420979.0,94,95
1139,Missouri                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,20335.0,13,13
1140,Missouri                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,335669.0,61,64
1141,Missouri                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,27862946.78,1471,1789
1142,Missouri                 ,TREE ASSISTANCE PROGRAM                      ,2015,15973.0,5,5
1143,Montana                  ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,2548373.0,151,178
1144,Montana                  ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,5121885.0,879,1058
1145,Montana                  ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,333.0,1,1
1146,Montana                  ,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL      ,2015,9589.0,1,1
1147,Montana                  ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,44043530.55,3333,4397
1148,Montana                  ,DCP - DIRECT                                 ,2015,69291.0,22,23
1149,Montana                  ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,1011588.0,108,116
1150,Montana                  ,EMERGENCY CONSERVATION PROGRAM               ,2015,89628.0,10,10
1151,Montana                  ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,413289.0,44,47
1152,Montana                  ,GRASSLANDS RESERVE PROGRAM                   ,2015,759222.0,18,18
1153,Montana                  ,"HAY GRAZING, MANAGED                         ",2015,10667.5,10,10
1154,Montana                  ,LIVESTOCK FORAGE PROGRAM                     ,2015,20900433.0,807,924
1155,Montana                  ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,1006822.61,123,130
1156,Montana                  ,NON-INSURED ASSISTANCE PROGRAM               ,2015,973679.0,180,193
1157,Montana                  ,PRICE LOSS COVERAGE PROGRAM                  ,2015,493944.0,201,223
1158,Montana                  ,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM      ,2015,139899.0,13,13
1159,Nebraska                 ,AGRICULTURAL RISK COVERAGE - INDIVIDUAL      ,2015,1255997.0,167,180
1160,Nebraska                 ,AGRICULTURAL RISK COVERAGE PROG - COUNTY     ,2015,603928324.42,32817,40830
1161,Nebraska                 ,AVERAGE CROP REVENUE ELECTION-ACRE           ,2015,155908.7,37,44
1162,Nebraska                 ,AVERAGE CROP REVENUE ELECTION-DIRECT         ,2015,118695.58,17,19
1163,Nebraska                 ,BIOMASS CROP ASSIST COLLECTION MATCH PAY     ,2015,30440.0,1,1
1164,Nebraska                 ,COTTON TRANSITION ASSISTANCE PROGRAM         ,2015,29.0,1,1
1165,Nebraska                 ,CRP PAYMENT - ANNUAL RENTAL                  ,2015,54588502.99,11578,13785
1166,Nebraska                 ,DCP - DIRECT                                 ,2015,554467.84,72,80
1167,Nebraska                 ,EMERG ASSIST LIVESTOCK BEES FISH (ELAP)      ,2015,393053.0,52,54
1168,Nebraska                 ,EMERGENCY CONSERVATION PROGRAM               ,2015,737391.0,76,76
1169,Nebraska                 ,EMERGENCY CONSERVATION PROGRAM STAFFORD      ,2015,46148.0,16,19
1170,Nebraska                 ,EMERGENCY FOREST RESTORATION STAFFORD        ,2015,66735.0,1,1
1171,Nebraska                 ,GRASSLANDS RESERVE PROGRAM                   ,2015,170022.0,56,58
1172,Nebraska                 ,HAY GRAZING                                  ,2015,104.76,1,1
1173,Nebraska                 ,"INCOME LOSS - MILK, PART 2                   ",2015,22523.62,1,1
1174,Nebraska                 ,INDEMNITY PAYMENT - DAIRY                    ,2015,3700.01,1,1
1175,Nebraska                 ,LIVESTOCK FORAGE PROGRAM                     ,2015,24348780.46,950,1018
1176,Nebraska                 ,LIVESTOCK INDEMNITY PROGRAM                  ,2015,2073182.0,112,122
1177,Nebraska                 ,MARGIN PROTECTION PROGRAM - DAIRY            ,2015,1490.0,1,1
1178,Nebraska                 ,NON-INSURED ASSISTANCE PROGRAM               ,2015,357684.97,60,65
1179,Nebraska                 ,PRICE LOSS COVERAGE PROGRAM                  ,2015,333.0,1,1
