state,fiscal_year,accounting_program_description,amount
Georgia,2018,TREE ASSISTANCE PROGRAM,4448.0
Georgia,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,131.0
Georgia,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,429.0
Georgia,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8765797.0
Georgia,2019,DAIRY MARGIN COVERAGE PROGRAM,1799573.2199999988
Georgia,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2927158.54
Georgia,2019,INDEMNITY PAYMENT - DAIRY,110647.23
Georgia,2019,LIVESTOCK FORAGE PROGRAM,88381.0
Georgia,2019,LIVESTOCK INDEMNITY PROGRAM,1073250.0
Georgia,2019,MARGIN PROTECTION  - DAIRY,10788.0
Georgia,2019,MARGIN PROTECTION PROGRAM - DAIRY,160622.91
Georgia,2019,PRICE LOSS COVERAGE PROGRAM,143029695.80999997
Georgia,2019,TREE ASSISTANCE PROGRAM,313736.24
Georgia,2019,TREE ASSISTANCE PROGRAM - PECAN,380.0
Georgia,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,15704415.87
Georgia,2020,DAIRY MARGIN COVERAGE,1097939.9499999997
Georgia,2020,DAIRY MARGIN COVERAGE PROGRAM,179317.48
Georgia,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6096876.0
Georgia,2020,INDEMNITY PAYMENT - DAIRY,11013.869999999999
Georgia,2020,LIVESTOCK FORAGE PROGRAM,8178304.640000001
Georgia,2020,LIVESTOCK INDEMNITY PROGRAM,82484.0
Georgia,2020,PRICE LOSS COVERAGE PROGRAM,171630944.75
Georgia,2020,TREE ASSISTANCE PROGRAM,1549014.8399999999
Georgia,2020,TREE ASSISTANCE PROGRAM - PECAN,1376.0
Georgia,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3143539.5199999996
Georgia,2021,DAIRY MARGIN COVERAGE,5716706.860000001
Georgia,2021,DIPP WEB-BASED,1114.3200000000002
Georgia,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),4763828.17
Georgia,2021,LIVESTOCK FORAGE DISASTER PROGRAM,1946.0
Georgia,2021,LIVESTOCK FORAGE PROGRAM,3909.0
Georgia,2021,LIVESTOCK INDEMNITY PROGRAM,21631.0
Georgia,2021,MARGIN PROTECTION  - DAIRY,13264.0
Georgia,2021,PRICE LOSS COVERAGE PROGRAM,269464547.27
Georgia,2021,TREE ASSISTANCE PROGRAM,837864.1
Georgia,2022,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,587.0
Georgia,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,499510.5
Georgia,2022,DAIRY MARGIN COVERAGE,2645612.38
Georgia,2022,DMC PRGM-SUPPLEMENTAL,1818.29
Georgia,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),3090.0
Georgia,2022,LIVESTOCK INDEMNITY PROGRAM,8185.0
Georgia,2022,PRICE LOSS COVERAGE PROGRAM,207563229.24
Georgia,2022,TREE ASSISTANCE PROGRAM,2202.88
Hawaii,2005,EWE LAMB REPLACEMENT OR RETENTION,4950.0
Hawaii,2005,LIVESTOCK ASSISTANCE PROGRAM,805025.0
Hawaii,2006,"INCOME LOSS - MILK, PART 2",97822.49
Hawaii,2006,LIVESTOCK ASSISTANCE PROGRAM,1007517.0199999999
Hawaii,2007,"INCOME LOSS - MILK, PART 2",14612.36
Hawaii,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,2919.0
Hawaii,2009,MILK INCOME LOSS CONTRACT II,94353.87
Hawaii,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,8907324.689999998
Hawaii,2010,LIVESTOCK INDEMNITY PAYMENTS,620.42
Hawaii,2010,LIVESTOCK INDEMNITY PROGRAM,147474.78
Hawaii,2010,MILK INCOME LOSS CONTRACT II,15867.42
Hawaii,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,145273.0
Hawaii,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,198503.0
Hawaii,2011,GEOGRAPHIC DISADVANTAGED PROGRAM,847588.2799999998
Hawaii,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,818466.16
Hawaii,2011,LIVESTOCK FORAGE DISASTER PROGRAM,3237594.87
Hawaii,2011,LIVESTOCK INDEMNITY PAYMENTS,64842.04
Hawaii,2011,LIVESTOCK INDEMNITY PROGRAM,30567.0
Hawaii,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,19047.0
Hawaii,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,166922.0
Hawaii,2011,TREE ASSISTANCE PROGRAM,35560.0
Hawaii,2012,LIVESTOCK FORAGE DISASTER PROGRAM,39323.0
Hawaii,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,12928.0
Hawaii,2013,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),25494.0
Hawaii,2013,GEOGRAPHIC DISADVANTAGED PROGRAM,768462.4299999997
Hawaii,2013,"INCOME LOSS - MILK, PART 2",36186.39
Hawaii,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,86987.0
Hawaii,2014,GEOGRAPHIC DISADVANTAGED PROGRAM,833663.5400000005
Hawaii,2014,LIVESTOCK FORAGE PROGRAM,11559515.0
Hawaii,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),46630.0
Hawaii,2015,GEOGRAPHIC DISADVANTAGED PROGRAM,1226.09
Hawaii,2015,LIVESTOCK FORAGE PROGRAM,8447887.75
Hawaii,2015,TREE ASSISTANCE PROGRAM,40242.0
Hawaii,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),4843.0
Hawaii,2016,GEOGRAPHIC DISADVANTAGED PROGRAM,838527.210000001
Hawaii,2016,LIVESTOCK FORAGE PROGRAM,1081639.0
Hawaii,2016,TREE ASSISTANCE PROGRAM,181023.0
Hawaii,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),26608.0
Hawaii,2017,GEOGRAPHIC DISADVANTAGED PROGRAM,794817.8600000003
Hawaii,2017,LIVESTOCK FORAGE PROGRAM,3297196.0
Hawaii,2017,TREE ASSISTANCE PROGRAM,7110.0
Hawaii,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),61076.0
Hawaii,2018,GEOGRAPHIC DISADVANTAGED PROGRAM,853299.0500000014
Hawaii,2018,LIVESTOCK FORAGE PROGRAM,2144181.0
Hawaii,2018,LIVESTOCK FORAGE PROGRAM,1045386.0
Hawaii,2018,LIVESTOCK INDEMNITY PROGRAM,33964.0
Hawaii,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),116750.0
Hawaii,2019,GEOGRAPHIC DISADVANTAGED PROGRAM,856425.5600000018
Hawaii,2019,LIVESTOCK FORAGE PROGRAM,264189.0
Hawaii,2019,LIVESTOCK INDEMNITY PROGRAM,360383.0
Hawaii,2020,GEOGRAPHIC DISADVANTAGED PROGRAM,772856.0499999988
Hawaii,2020,LIVESTOCK FORAGE PROGRAM,3489117.0
Hawaii,2020,TREE ASSISTANCE PROGRAM,50989.69000000001
Hawaii,2021,GEOGRAPHIC DISADVANTAGED PROGRAM,5354.22
Hawaii,2021,LIVESTOCK FORAGE PROGRAM,3625995.0
Hawaii,2021,TREE ASSISTANCE PROGRAM,169087.19
Hawaii,2022,LIVESTOCK FORAGE PROGRAM,1750338.0
Idaho,2005,EWE LAMB REPLACEMENT OR RETENTION,765477.98
Idaho,2005,LIVESTOCK ASSISTANCE PROGRAM,250913.0
Idaho,2006,EWE LAMB REPLACEMENT OR RETENTION,1386.0
Idaho,2006,"INCOME LOSS - MILK, PART 2",8598452.880000003
Idaho,2006,LIVESTOCK ASSISTANCE PROGRAM,1650985.0900000003
Idaho,2007,"INCOME LOSS - MILK, PART 2",2311842.17
Idaho,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,52361.0
Idaho,2008,DIRECT AND COUNTER CYCLICAL PROG,6945866.0
Idaho,2008,"INCOME LOSS - MILK, PART 2",25464.260000000002
Idaho,2008,LOAN DEFICIENCY,304067.45
Idaho,2009,DIRECT AND COUNTER CYCLICAL PROG,51479861.0
Idaho,2009,LIVESTOCK INDEMNITY PROGRAM,14314.0
Idaho,2009,LOAN DEFICIENCY,843468.45
Idaho,2009,MILK INCOME LOSS CONTRACT II,17623322.109999992
Idaho,2010,ACRE DIRECT PAYMENTS,11829268.9
Idaho,2010,DCP PROGRAM - DIRECT PAYMENTS,48765542.72000001
Idaho,2010,DIRECT AND COUNTER CYCLICAL PROG,58218.86
Idaho,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",727572.61
Idaho,2010,LIVESTOCK INDEMNITY PAYMENTS,173875.95
Idaho,2010,LIVESTOCK INDEMNITY PROGRAM,541357.48
Idaho,2010,LOAN DEFICIENCY,1284644.72
Idaho,2010,MILK INCOME LOSS CONTRACT II,4611103.98
Idaho,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,3972547.0
Idaho,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,12819327.0
Idaho,2011,ACRE DIRECT PAYMENTS,10314026.0
Idaho,2011,ACRE PAYMENTS,27830547.0
Idaho,2011,AVERAGE CROP REVENUE ELECTION-ACRE,21534.0
Idaho,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,1861747.0
Idaho,2011,CROP DISASTER PROGRAM,80000.0
Idaho,2011,DCP - DIRECT,5610432.24
Idaho,2011,DCP PROGRAM - DIRECT PAYMENTS,33372076.42
Idaho,2011,DIRECT PAYMENT - BARLEY,3.0
Idaho,2011,DIRECT PAYMENT - WHEAT,57.0
Idaho,2011,DURUM WHEAT QUALITY PROGRAM,1047.0
Idaho,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),387429.0
Idaho,2011,LIVESTOCK INDEMNITY PAYMENTS,19509.0
Idaho,2011,LIVESTOCK INDEMNITY PROGRAM,192986.0
Idaho,2011,LOAN DEFICIENCY,433471.98
Idaho,2011,MILK INCOME LOSS CONTRACT II,27434.03
Idaho,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,59490.0
Idaho,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,715814.0
Idaho,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,4094064.0
Idaho,2012,AVERAGE CROP REVENUE ELECTION-ACRE,404802.0
Idaho,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,10231837.23
Idaho,2012,DCP - DIRECT,32954749.349999998
Idaho,2012,LIVESTOCK INDEMNITY PROGRAM,108771.0
Idaho,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,2.0
Idaho,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,243040.59
Idaho,2013,AVERAGE CROP REVENUE ELECTION-ACRE,1.0
Idaho,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,58573.0
Idaho,2013,DCP - DIRECT,469864.56000000006
Idaho,2013,"INCOME LOSS - MILK, PART 2",5788305.550000002
Idaho,2013,LIVESTOCK INDEMNITY PROGRAM,1.0
Idaho,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,3695026.3
Idaho,2014,AVERAGE CROP REVENUE ELECTION-ACRE,10918.0
Idaho,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,1493536.0
Idaho,2014,DCP - DIRECT,46258587.54
Idaho,2014,"INCOME LOSS - MILK, PART 2",56172.79000000001
Idaho,2014,LIVESTOCK FORAGE PROGRAM,3129759.0
Idaho,2014,LIVESTOCK INDEMNITY PROGRAM,276363.0
Idaho,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,6976.0
Idaho,2015,AVERAGE CROP REVENUE ELECTION-ACRE,6434.0
Idaho,2015,DCP - DIRECT,43291.0
Idaho,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2267323.5300000003
Idaho,2015,LIVESTOCK FORAGE PROGRAM,20510907.9
Idaho,2015,LIVESTOCK INDEMNITY PROGRAM,143956.0
Idaho,2015,MARGIN PROTECTION PROGRAM - DAIRY,3964.0
Idaho,2015,TREE ASSISTANCE PROGRAM,50166.0
Idaho,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1562571.0
Idaho,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,10880740.0
Idaho,2016,DCP - DIRECT,9476.0
Idaho,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1182163.68
Idaho,2016,LIVESTOCK FORAGE PROGRAM,13963393.86
Idaho,2016,LIVESTOCK INDEMNITY PROGRAM,496459.0
Idaho,2016,MARGIN PROTECTION PROGRAM - DAIRY,155290.0
Idaho,2016,PRICE LOSS COVERAGE PROGRAM,937637.0
Idaho,2016,TREE ASSISTANCE PROGRAM,145135.0
Idaho,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1843355.0
Idaho,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,27244362.65
Idaho,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,246.0
Idaho,2017,DCP - DIRECT,46577.49
Idaho,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),976156.0
Idaho,2017,LIVESTOCK FORAGE PROGRAM,3351391.0
Idaho,2017,LIVESTOCK INDEMNITY PROGRAM,278659.0
Idaho,2017,MARGIN PROTECTION PROGRAM - DAIRY,5550.0
Idaho,2017,PRICE LOSS COVERAGE PROGRAM,33963685.599999994
Idaho,2017,TREE ASSISTANCE PROGRAM,13612.33
Idaho,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,281747.0
Idaho,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,657657.0
Idaho,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,315368.0
Idaho,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,23592717.880000003
Idaho,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1946432.0
Idaho,2018,LIVESTOCK FORAGE PROGRAM,124276.86
Idaho,2018,LIVESTOCK FORAGE PROGRAM,36690.0
Idaho,2018,LIVESTOCK INDEMNITY PROGRAM,1546488.0
Idaho,2018,LIVESTOCK INDEMNITY PROGRAM,180013.0
Idaho,2018,MARGIN PROTECTION PROGRAM - DAIRY,3773536.0
Idaho,2018,PRICE LOSS COVERAGE PROGRAM,843134.0700000001
Idaho,2018,PRICE LOSS COVERAGE PROGRAM,80720611.14
Idaho,2018,TREE ASSISTANCE PROGRAM,108216.0
Idaho,2018,TREE ASSISTANCE PROGRAM,3524.0
Idaho,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,16149.0
Idaho,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1541720.0
Idaho,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,19446902.16
Idaho,2019,DAIRY MARGIN COVERAGE PROGRAM,5476085.029999996
Idaho,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2321470.0
Idaho,2019,LIVESTOCK FORAGE PROGRAM,701133.63
Idaho,2019,LIVESTOCK INDEMNITY PROGRAM,292193.0
Idaho,2019,MARGIN PROTECTION  - DAIRY,7337.0
Idaho,2019,MARGIN PROTECTION PROGRAM - DAIRY,309298.37
Idaho,2019,PRICE LOSS COVERAGE PROGRAM,60844298.190000005
Idaho,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,227469.0
Idaho,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2120776.0
Idaho,2020,DAIRY MARGIN COVERAGE,3161263.540000004
Idaho,2020,DAIRY MARGIN COVERAGE PROGRAM,1334072.98
Idaho,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1549099.0
Idaho,2020,LIVESTOCK FORAGE PROGRAM,316372.0
Idaho,2020,LIVESTOCK INDEMNITY PROGRAM,506770.0
Idaho,2020,PRICE LOSS COVERAGE PROGRAM,33127097.43
Idaho,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,46854.0
Idaho,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,886554.41
Idaho,2021,DAIRY MARGIN COVERAGE,16293752.369999968
Idaho,2021,DAIRY MARGIN COVERAGE PROGRAM,152025.46000000002
Idaho,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1358943.0
Idaho,2021,LIVESTOCK FORAGE PROGRAM,3734709.06
Idaho,2021,LIVESTOCK INDEMNITY PROGRAM,69597.0
Idaho,2021,PRICE LOSS COVERAGE PROGRAM,93680773.45
Idaho,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,13059.0
Idaho,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,34563.0
Idaho,2022,DAIRY MARGIN COVERAGE,7619597.62999999
Idaho,2022,DMC PRGM-SUPPLEMENTAL,60680.83
Idaho,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),46441.0
Idaho,2022,LIVESTOCK FORAGE PROGRAM,5933371.0
Idaho,2022,PRICE LOSS COVERAGE PROGRAM,48087145.45
Illinois,2005,EWE LAMB REPLACEMENT OR RETENTION,142210.08000000002
Illinois,2006,EWE LAMB REPLACEMENT OR RETENTION,414.0
Illinois,2006,INCOME LOSS - MILK,69.34
Illinois,2006,"INCOME LOSS - MILK, PART 2",6122479.300000002
Illinois,2007,"INCOME LOSS - MILK, PART 2",2813841.410000003
Illinois,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,12465.0
Illinois,2008,DIRECT AND COUNTER CYCLICAL PROG,62703726.0
Illinois,2008,"INCOME LOSS - MILK, PART 2",86900.29000000001
Illinois,2008,LOAN DEFICIENCY,28620.920000000002
Illinois,2008,MILK INCOME LOSS CONTRACT II,2326.2400000000002
Illinois,2009,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,1133.8000000000002
Illinois,2009,DCP PROGRAM - DIRECT PAYMENTS,22829.059999999998
Illinois,2009,DIRECT AND COUNTER CYCLICAL PROG,398149380.93
Illinois,2009,LOAN DEFICIENCY,36950.2
Illinois,2009,MILK INCOME LOSS CONTRACT II,11820098.22999999
Illinois,2010,ACRE DIRECT PAYMENTS,102272965.69000007
Illinois,2010,DCP PROGRAM - DIRECT PAYMENTS,392820015.4600003
Illinois,2010,DIRECT AND COUNTER CYCLICAL PROG,564426.3200000001
Illinois,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",22148.550000000003
Illinois,2010,LIVESTOCK INDEMNITY PAYMENTS,45426.0
Illinois,2010,LOAN DEFICIENCY,48062.64
Illinois,2010,MILK INCOME LOSS CONTRACT II,4008450.850000003
Illinois,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,8165816.0
Illinois,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,17185098.0
Illinois,2011,ACRE DIRECT PAYMENTS,71234210.76
Illinois,2011,ACRE PAYMENTS,68775430.0
Illinois,2011,AVERAGE CROP REVENUE ELECTION-ACRE,1583747.0
Illinois,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,17625998.77
Illinois,2011,DCP - DIRECT,63436857.34
Illinois,2011,DCP PROGRAM - DIRECT PAYMENTS,263308181.84999996
Illinois,2011,DIRECT PAYMENT - CORN,151.0
Illinois,2011,DIRECT PAYMENT - SOYBEANS,161.0
Illinois,2011,DIRECT PAYMENT - WHEAT,13.0
Illinois,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),4608.0
Illinois,2011,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",15023.720000000001
Illinois,2011,"INCOME LOSS - MILK, PART 2",28142.260000000002
Illinois,2011,LIVESTOCK INDEMNITY PAYMENTS,11164.0
Illinois,2011,LIVESTOCK INDEMNITY PROGRAM,221876.0
Illinois,2011,LOAN DEFICIENCY,7112.099999999999
Illinois,2011,MILK INCOME LOSS CONTRACT II,14631.57
Illinois,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,500156.0
Illinois,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,7492497.0
Illinois,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,45822103.0
Illinois,2011,TREE ASSISTANCE PROGRAM,6786.0
Illinois,2012,AVERAGE CROP REVENUE ELECTION-ACRE,2026129.0
Illinois,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,70339176.67
Illinois,2012,DCP - DIRECT,261139193.24
Illinois,2012,LIVESTOCK INDEMNITY PROGRAM,138382.0
Illinois,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,2553.0
Illinois,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,6948594.85
Illinois,2013,AVERAGE CROP REVENUE ELECTION-ACRE,33549.78999999999
Illinois,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,1086423.1300000001
Illinois,2013,DCP - DIRECT,3124433.56
Illinois,2013,"INCOME LOSS - MILK, PART 2",3867769.5000000014
Illinois,2013,INDEMNITY PAYMENT - DAIRY,106969.35
Illinois,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,55472969.86000001
Illinois,2014,AVERAGE CROP REVENUE ELECTION-ACRE,34400.0
Illinois,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,40869944.54
Illinois,2014,DCP - DIRECT,345018584.63
Illinois,2014,"INCOME LOSS - MILK, PART 2",174145.20000000004
Illinois,2014,INDEMNITY PAYMENT - DAIRY,257822.3
Illinois,2014,LIVESTOCK FORAGE PROGRAM,9571994.0
Illinois,2014,LIVESTOCK INDEMNITY PROGRAM,74627.0
Illinois,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,4760280.7
Illinois,2015,AVERAGE CROP REVENUE ELECTION-ACRE,7065.0
Illinois,2015,AVERAGE CROP REVENUE ELECTION-DIRECT,138583.0
Illinois,2015,DCP - DIRECT,811802.1499999999
Illinois,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),325527.0
Illinois,2015,"INCOME LOSS - MILK, PART 2",450.55
Illinois,2015,INDEMNITY PAYMENT - DAIRY,32986.93
Illinois,2015,LIVESTOCK FORAGE PROGRAM,9938523.96
Illinois,2015,LIVESTOCK INDEMNITY PROGRAM,342447.0
Illinois,2015,MARGIN PROTECTION PROGRAM - DAIRY,15632.0
Illinois,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,46789.0
Illinois,2015,TREE ASSISTANCE PROGRAM,15377.0
Illinois,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,403882.0
Illinois,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,235272553.74
Illinois,2016,AVERAGE CROP REVENUE ELECTION-ACRE,1772.0
Illinois,2016,AVERAGE CROP REVENUE ELECTION-DIRECT,79065.0
Illinois,2016,DCP - DIRECT,286924.0
Illinois,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),81804.0
Illinois,2016,LIVESTOCK FORAGE PROGRAM,10728.0
Illinois,2016,LIVESTOCK INDEMNITY PROGRAM,167701.0
Illinois,2016,MARGIN PROTECTION PROGRAM - DAIRY,365931.3
Illinois,2016,PRICE LOSS COVERAGE PROGRAM,84201.0
Illinois,2016,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,583.0
Illinois,2016,TREE ASSISTANCE PROGRAM,28454.0
Illinois,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1026641.0
Illinois,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,917846834.3000001
Illinois,2017,AVERAGE CROP REVENUE ELECTION-ACRE,3302.0
Illinois,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,218036.0
Illinois,2017,DCP - DIRECT,642526.34
Illinois,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6921.0
Illinois,2017,LIVESTOCK FORAGE PROGRAM,28564.5
Illinois,2017,LIVESTOCK INDEMNITY PROGRAM,25906.0
Illinois,2017,MARGIN PROTECTION PROGRAM - DAIRY,1087.0
Illinois,2017,PRICE LOSS COVERAGE PROGRAM,10934582.71
Illinois,2017,TREE ASSISTANCE PROGRAM,2426.0
Illinois,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,71034.0
Illinois,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,350027.0
Illinois,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3034246.37
Illinois,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,350707390.71999997
Illinois,2018,AVERAGE CROP REVENUE ELECTION - DIRECT,23266.0
Illinois,2018,DCP - DIRECT,37342.0
Illinois,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),97501.0
Illinois,2018,INDEMNITY PAYMENT - DAIRY,3090.93
Illinois,2018,LIVESTOCK FORAGE PROGRAM,2900.0
Illinois,2018,LIVESTOCK FORAGE PROGRAM,409.0
Illinois,2018,LIVESTOCK INDEMNITY PROGRAM,13692.0
Illinois,2018,MARGIN PROTECTION PROGRAM - DAIRY,5767173.74
Illinois,2018,PRICE LOSS COVERAGE PROGRAM,195871.0
Illinois,2018,PRICE LOSS COVERAGE PROGRAM,31628459.08
Illinois,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,33769.0
Illinois,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,150671.0
Illinois,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,41338225.93
Illinois,2019,DAIRY MARGIN COVERAGE PROGRAM,5126490.339999996
Illinois,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),49205.0
Illinois,2019,INDEMNITY PAYMENT - DAIRY,18494.82
Illinois,2019,LIVESTOCK FORAGE PROGRAM,888.0
Illinois,2019,LIVESTOCK INDEMNITY PROGRAM,39762.0
Illinois,2019,MARGIN PROTECTION  - DAIRY,24346.0
Illinois,2019,MARGIN PROTECTION PROGRAM - DAIRY,279747.97
Illinois,2019,PRICE LOSS COVERAGE PROGRAM,21774063.13
Illinois,2019,TREE ASSISTANCE PROGRAM,69753.0
Illinois,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,153340.0
Illinois,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5180224.0
Illinois,2020,DAIRY MARGIN COVERAGE,3052841.430000002
Illinois,2020,DAIRY MARGIN COVERAGE PROGRAM,236715.19999999998
Illinois,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),11275.0
Illinois,2020,LIVESTOCK FORAGE PROGRAM,1.0
Illinois,2020,LIVESTOCK INDEMNITY PROGRAM,25811.0
Illinois,2020,MARGIN PROTECTION  - DAIRY,4393.0
Illinois,2020,PRICE LOSS COVERAGE PROGRAM,8167261.39
Illinois,2020,TREE ASSISTANCE PROGRAM,8116.38
Illinois,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,57201581.0
Illinois,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,150575998.96
Illinois,2021,DAIRY MARGIN COVERAGE,15650704.590000011
Illinois,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),6435.0
Illinois,2021,LIVESTOCK INDEMNITY PROGRAM,17192.0
Illinois,2021,PRICE LOSS COVERAGE PROGRAM,193482241.38
Illinois,2021,TREE ASSISTANCE PROGRAM,682.22
Illinois,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2536481.0
Illinois,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,706814.0
Illinois,2022,DAIRY MARGIN COVERAGE,7400221.789999999
Illinois,2022,DMC PRGM-SUPPLEMENTAL,221592.34999999998
Illinois,2022,LIVESTOCK INDEMNITY PROGRAM,4216.0
Illinois,2022,PRICE LOSS COVERAGE PROGRAM,14145907.56
Illinois,2022,TREE ASSISTANCE PROGRAM,1119.34
